Timestamp;byte_s;Seq;Cmd;hurtType;armorType
7009079;180;0;0;0;0
7010078;0;0;0;0;0
7011075;63;0;0;0;0
7012096;0;56;1;0;0
7013088;157;56;1;0;0
7014075;157;56;1;0;0
7015079;157;56;1;0;0
7016079;157;56;1;0;0
7017078;157;56;1;0;0
7018076;157;56;1;0;0
7019079;157;56;1;0;0
7020079;157;56;1;0;0
7021078;157;56;1;0;0
7022092;157;56;1;0;0
7023093;157;56;1;0;0
7024079;157;56;1;0;0
7025078;157;56;1;0;0
7026079;157;56;1;0;0
7027077;4;0;0;0;0
7028075;225;0;0;0;0
7029079;23;0;0;0;0
7030080;0;58;8;0;0
7031078;63;58;8;0;0
7032080;200;58;8;0;0
7033090;200;58;8;0;0
7034092;200;58;8;0;0
7035080;200;58;8;0;0
7036078;200;58;8;0;0
7037080;200;58;8;0;0
7038078;200;58;8;0;0
7039080;200;58;8;0;0
7040078;200;58;8;0;0
7041080;200;58;8;0;0
7042078;200;58;8;0;0
7043080;200;58;8;0;0
7044078;200;58;8;0;0
7045089;200;58;8;0;0
7046080;200;58;8;0;0
7047078;4;0;0;0;0
7048075;157;0;0;0;0
7049079;68;0;0;0;0
7050080;0;60;8;0;0
7051078;63;60;8;0;0
7052080;19;60;8;0;0
7053078;19;60;8;0;0
7054080;19;60;8;0;0
7055161;19;60;8;0;0
7056079;19;60;8;0;0
7057079;19;60;8;0;0
7058075;19;60;8;0;0
7059079;19;60;8;0;0
7060080;19;60;8;0;0
7061077;19;60;8;0;0
7062080;19;60;8;0;0
7063077;19;60;8;0;0
7064080;19;60;8;0;0
7065078;19;60;8;0;0
7066135;19;60;8;0;0
7067078;4;0;0;0;0
7068080;157;0;0;0;0
7069079;35;0;0;0;0
7070079;0;62;8;0;0
7071080;64;62;8;0;0
7072078;202;62;8;0;0
7073075;202;62;8;0;0
7074079;202;62;8;0;0
7075079;202;62;8;0;0
7076078;202;62;8;0;0
7077092;202;62;8;0;0
7078079;202;62;8;0;0
7079080;202;62;8;0;0
7080079;202;62;8;0;0
7081078;202;62;8;0;0
7082075;202;62;8;0;0
7083079;202;62;8;0;0
7084079;202;62;8;0;0
7085078;202;62;8;0;0
7086075;202;62;8;0;0
7087079;4;0;0;0;0
7088080;157;0;0;0;0
7089091;23;0;0;0;0
7090078;0;64;8;0;0
7091078;64;64;8;0;0
7092079;3;64;8;0;0
7093077;3;64;8;0;0
7094080;3;64;8;0;0
7095077;3;64;8;0;0
7096080;3;64;8;0;0
7097078;3;64;8;0;0
7098075;3;64;8;0;0
7099091;3;64;8;0;0
7100078;3;64;8;0;0
7101079;3;64;8;0;0
7102080;3;64;8;0;0
7103078;3;64;8;0;0
7104080;3;64;8;0;0
7105077;3;64;8;0;0
7106080;3;64;8;0;0
7107078;4;0;0;0;0
7108075;157;0;0;0;0
7109092;33;0;0;0;0
7110078;0;66;8;0;0
7111079;63;66;8;0;0
7112080;0;0;0;0;0
7113078;68;68;0;0;0
7114080;46;68;2;0;0
7115078;46;68;2;0;0
7116080;46;68;2;0;0
7117078;46;68;2;0;0
7118075;46;68;2;0;0
7119079;46;68;2;0;0
7120130;46;68;2;0;0
7121076;46;68;2;0;0
7122079;46;68;2;0;0
7123080;46;68;2;0;0
7124078;46;68;2;0;0
7125080;46;68;2;0;0
7126078;46;68;2;0;0
7127080;4;0;0;0;0
7128078;228;0;0;0;0
7129080;247;0;0;0;0
7130090;0;70;8;0;0
7131078;63;70;8;0;0
7132079;177;70;8;0;0
7133080;177;70;8;0;0
7134078;177;70;8;0;0
7135080;177;70;8;0;0
7136078;177;70;8;0;0
7137075;177;70;8;0;0
7138080;177;70;8;0;0
7139079;177;70;8;0;0
7140078;177;70;8;0;0
7141091;177;70;8;0;0
7142078;177;70;8;0;0
7143080;177;70;8;0;0
7144079;177;70;8;0;0
7145078;177;70;8;0;0
7146075;177;70;8;0;0
7147079;4;0;0;0;0
7148080;157;0;0;0;0
7149078;164;0;0;0;0
7150075;0;72;8;0;0
7151090;63;72;8;0;0
7152078;142;72;8;0;0
7153080;142;72;8;0;0
7154079;142;72;8;0;0
7155078;142;72;8;0;0
7156079;142;72;8;0;0
7157077;142;72;8;0;0
7158080;142;72;8;0;0
7159078;142;72;8;0;0
7160080;142;72;8;0;0
7161078;142;72;8;0;0
7162091;142;72;8;0;0
7163078;142;72;8;0;0
7164079;142;72;8;0;0
7165080;142;72;8;0;0
7166077;142;72;8;0;0
7167080;4;0;0;0;0
7168078;157;0;0;0;0
7169080;170;0;0;0;0
7170078;0;74;8;0;0
7171080;64;74;8;0;0
7172078;118;74;8;0;0
7173091;118;74;8;0;0
7174078;118;74;8;0;0
7175079;118;74;8;0;0
7176080;118;74;8;0;0
7177078;118;74;8;0;0
7178075;118;74;8;0;0
7179079;118;74;8;0;0
7180080;118;74;8;0;0
7181078;118;74;8;0;0
7182080;118;74;8;0;0
7183078;118;74;8;0;0
7184089;118;74;8;0;0
7185078;118;74;8;0;0
7186079;118;74;8;0;0
7187080;4;0;0;0;0
7188078;157;0;0;0;0
7189080;249;0;0;0;0
7190077;0;76;8;0;0
7191080;64;76;8;0;0
7192078;173;76;8;0;0
7193080;173;76;8;0;0
7194078;173;76;8;0;0
7195092;173;76;8;0;0
7196078;173;76;8;0;0
7197079;173;76;8;0;0
7198075;173;76;8;0;0
7199079;173;76;8;0;0
7200080;173;76;8;0;0
7201078;173;76;8;0;0
7202080;173;76;8;0;0
7203078;173;76;8;0;0
7204075;173;76;8;0;0
7205079;173;76;8;0;0
7206091;173;76;8;0;0
7207078;4;0;0;0;0
7208075;157;0;0;0;0
7209075;188;0;0;0;0
7210079;0;78;8;0;0
7211079;67;78;8;0;0
7212078;0;0;0;0;0
7213075;106;0;0;0;0
7214079;106;0;0;0;0
7215079;106;0;0;0;0
7216078;106;0;0;0;0
7217092;106;0;0;0;0
7218079;106;0;0;0;0
7219079;106;0;0;0;0
7220079;106;0;0;0;0
7221078;106;0;0;0;0
